Sektor,Yon,Varlik_Sayisi,Ort_WinRate,Ort_Accuracy,Ort_F1,Ort_Recall
Bilinmiyor,SHORT,504,27.389880952380953,34.650396825396825,41.512499999999996,90.19682539682539
Bilinmiyor,LONG,504,0.09523809523809523,65.53055555555555,0.1128968253968254,0.2248015873015873
